x1,x2,x3,x4
1.296061269,,,
0.859708328,,,
1.006706098,,,
1.126187327,,,
1.130355515,,,
1.268314623,,,
1.341884122,,,
1.648058252,,,
1.093580599,,,
1.182914505,,,
0.940178571,,,
1.105914099,,,
1.082495812,,,
1.221288515,,,
1.060755337,,,
1.1816,,,
1.312741313,,,
1.22496588,,,
0.986327855,,,
1.224367188,,,
1.391836555,,,
1.537022833,,,
1.16393972,,,
1.030841471,,,
1.279289132,,,
1.243199328,,,
1.420836032,,,
1.45809069,,,
1.385278547,,,
1.360973949,,,
1.193320248,,,
1.144563988,,,
1.187550542,,,
1.293481916,,,
1.118146314,,,
1.298174872,,,
1.472408507,,,
1.413322945,,,
1.218349717,,,
1.404578041,,,
1.451429394,,,
1.178416796,,,
1.237811526,,,
0.972669039,,,
1.186234818,,,
1.049045973,,,
1.342329957,,,
1.253550811,,,
0.896903461,,,
1.285600365,,,
1.488122289,,,
1.603029347,,,
1.128198834,,,
0.7943603,,,
1.29243311,,,
1.132042254,,,
1.449457791,,,
1.515813217,,,
1.376525594,,,
1.410816188,,,
1.21081524,,,
1.155385885,,,
1.240120887,,,
1.267886855,,,
1.120750589,,,
1.283054171,,,
1.447230818,,,
1.262156448,,,
1.211045365,,,
1.359628171,,,
1.333699835,,,
1.329386961,,,
1.252338179,,,
0.84029908,,,
1.26635514,,,
1.302965345,,,
1.487937743,,,
1.2717718,,,
0.984711931,,,
1.277220756,,,
1.581367725,,,
1.494405893,,,
1.116219884,,,
1.106338391,,,
1.22937391,,,
1.161640924,,,
1.348057886,,,
1.348307647,,,
1.378912208,,,
1.313370776,,,
1.254607006,,,
1.205194515,,,
1.055083237,,,
1.185005776,,,
1.149947781,,,
1.298785583,,,
1.340757725,,,
1.174717369,,,
1.239766434,,,
1.326013686,,,
1.204302263,,,
1.252155172,,,
1.383886665,,,
1.305710109,,,
1.29738474,,,
1.239570768,,,
1.354469361,,,
1.181274637,,,
1.029691216,,,
1.232056772,,,
1.336783114,,,
1.340879194,,,
1.087476208,,,
1.0240525,,,
1.138314134,,,
1.138022381,,,
1.329312127,,,
1.346105558,,,
1.364008753,,,
1.248330783,,,
1.19519162,,,
1.110550915,,,
0.944747749,,,
1.187217371,,,
1.159608105,,,
1.319178457,,,
1.354722759,,,
1.404188482,,,
1.202160259,,,
1.273071865,,,
1.192986865,,,
1.196201947,,,
1.188383553,,,
1.232693379,,,
1.133179519,,,
1.224299235,,,
1.237457463,,,
1.207884658,,,
0.92880861,,,
1.282175753,,,
1.29072508,,,
1.209177212,,,
1.067305339,,,
1.053229846,,,
1.159290736,,,
1.164835595,,,
1.356230753,,,
1.363311636,,,
1.339746588,,,
1.331939,,,
1.248246826,,,
1.172708491,,,
1.148044351,,,
1.243973125,,,
1.158033158,,,
1.37645598,,,
1.398870815,,,
1.577220077,,,
1.164232703,,,
1.268833549,,,
1.211093335,,,
1.176395663,,,
1.183074164,,,
1.107942567,,,
1.056716013,,,
1.325891409,,,
1.138201541,,,
1.040809717,,,
0.719633193,,,
1.027340597,,,
0.978126414,,,
0.991341991,,,
0.909313426,,,
0.486620312,,,
0.847191716,,,
0.998993153,,,
0.993303181,,,
1.132597623,,,
0.926504733,,,
1.133989693,,,
1.011453504,,,
0.685381155,,,
0.711525738,,,
0.92355683,,,
1.032276104,,,
1.118390986,,,
0.755661275,,,
0.898484848,,,
1.052124732,,,
1.053857056,,,
0.734510793,,,
0.950392306,,,
0.982555322,,,
0.919178082,,,
0.765704584,,,
1.017401392,,,
1.102330663,,,
0.841430933,,,
0.822089947,,,
0.96547619,,,
1.269385411,,,
1.076341224,,,
0.975017409,,,
0.531541726,,,
0.904456328,,,
0.831598937,,,
0.851238408,,,
0.928010736,,,
0.910950039,,,
1.053633412,,,
1.018525936,,,
0.742226392,,,
0.783257447,,,
0.925789009,,,
0.934748603,,,
0.864528678,,,
0.654409052,,,
1.223544974,,,
0.882487475,,,
1.018039544,,,
1.128289474,,,
1.198966408,,,
1.119699185,,,
0.997005988,,,
1.112740605,,,
1.232192933,,,
1.39895073,,,
0.934532925,,,
0.69266055,,,
0.908077517,,,
1.150035186,,,
0.942690311,,,
0.768155875,,,
0.488105004,,,
1.222368421,,,
0.491414554,,,
0.675816892,,,
0.908960018,,,
0.748859439,,,
0.926006793,,,
0.944485294,,,
0.629866836,,,
0.757878278,,,
0.906976744,,,
0.749480489,,,
0.88779261,,,
1.006448641,,,
0.924829157,,,
0.682745826,,,
0.824255046,,,
0.863978733,,,
0.89739567,,,
0.968438538,,,
0.755760369,,,
0.800681431,,,
1.08004574,,,
1.035865667,,,
1.839347553,,,
0.767444204,,,
0.735659089,,,
